omega	phi_set	final_com_dx	final_com_x	final_com_y	start_com_x	start_com_y	phi0	phi1	phi2	phi3
1078.5809562955171	[3.44058529 5.14773201 1.25002426 5.38374923]	1.579855998582753	1.6048559985827529	3.6068896786547375	0.025	0.005	3.440585289286741	5.147732013557481	1.2500242582094412	5.383749230854813
1078.5809562955171	[2.04524994 1.03682546 2.46633398 0.58722885]	-1.9359214739896553	-1.9109214739896554	4.065689206276507	0.025	0.005	2.0452499401435484	1.0368254640000032	2.4663339782035085	0.5872288522304124
1078.5809562955171	[5.159159   0.94971615 2.41346226 5.93296503]	0.12287266359855806	0.14787266359855805	1.8602998777504214	0.025	0.005	5.159159004963017	0.9497161489686775	2.4134622602982154	5.932965033285766
1047.0945349037474	[3.44058529 5.14773201 1.25002426 5.38374923]	0.00407715388106019	0.02907715388106019	0.5387731074130993	0.025	0.005	3.440585289286741	5.147732013557481	1.2500242582094412	5.383749230854813
1078.5809562955171	[6.20543387 2.86704603 5.19068291 1.57943027]	1.81591793000969	1.8409179300096898	4.394671439950323	0.025	0.005	6.205433872899705	2.8670460259051826	5.190682914358119	1.5794302666547846
1078.5809562955171	[2.2094987  4.74159129 1.85958225 5.5539367 ]	-0.5021049067517744	-0.47710490675177447	7.50448143571645	0.025	0.005	2.2094986973106154	4.741591287517392	1.8595822481541888	5.553936700858894
886.0660774740893	[2.04524994 1.03682546 2.46633398 0.58722885]	-4.411035032552808	-4.386035032552807	12.473254726232309	0.025	0.005	2.0452499401435484	1.0368254640000032	2.4663339782035085	0.5872288522304124
886.0660774740893	[2.2094987  4.74159129 1.85958225 5.5539367 ]	2.8647340412229525	2.8897340412229524	6.712484400809266	0.025	0.005	2.2094986973106154	4.741591287517392	1.8595822481541888	5.553936700858894
886.0660774740893	[3.44058529 5.14773201 1.25002426 5.38374923]	-2.1246628970419925	-2.0996628970419926	3.9387374564421047	0.025	0.005	3.440585289286741	5.147732013557481	1.2500242582094412	5.383749230854813
886.0660774740893	[5.159159   0.94971615 2.41346226 5.93296503]	0.32406442806396984	0.34906442806396987	0.8947836448408263	0.025	0.005	5.159159004963017	0.9497161489686775	2.4134622602982154	5.932965033285766
886.0660774740893	[6.20543387 2.86704603 5.19068291 1.57943027]	-0.9551625531386894	-0.9301625531386893	7.264527051224819	0.025	0.005	6.205433872899705	2.8670460259051826	5.190682914358119	1.5794302666547846
29.019588868973734	[2.2094987  4.74159129 1.85958225 5.5539367 ]	-2.3202962460578114	-2.2952962460578115	5.657981989944283	0.025	0.005	2.2094986973106154	4.741591287517392	1.8595822481541888	5.553936700858894
29.019588868973734	[6.20543387 2.86704603 5.19068291 1.57943027]	3.883085408441365	3.908085408441365	11.625043490388187	0.025	0.005	6.205433872899705	2.8670460259051826	5.190682914358119	1.5794302666547846
1047.0945349037474	[2.04524994 1.03682546 2.46633398 0.58722885]	-0.9466438511668388	-0.9216438511668388	0.43777415493422095	0.025	0.005	2.0452499401435484	1.0368254640000032	2.4663339782035085	0.5872288522304124
1047.0945349037474	[5.159159   0.94971615 2.41346226 5.93296503]	1.4093432922700744	1.4343432922700743	5.975348680536227	0.025	0.005	5.159159004963017	0.9497161489686775	2.4134622602982154	5.932965033285766
1047.0945349037474	[2.2094987  4.74159129 1.85958225 5.5539367 ]	-1.5468772479658375	-1.5218772479658376	2.022214124794105	0.025	0.005	2.2094986973106154	4.741591287517392	1.8595822481541888	5.553936700858894
1047.0945349037474	[6.20543387 2.86704603 5.19068291 1.57943027]	1.3213901146998297	1.3463901146998296	3.203950515508682	0.025	0.005	6.205433872899705	2.8670460259051826	5.190682914358119	1.5794302666547846
697.0906944558903	[2.04524994 1.03682546 2.46633398 0.58722885]	-0.5494699660078333	-0.5244699660078332	0.36621121362228604	0.025	0.005	2.0452499401435484	1.0368254640000032	2.4663339782035085	0.5872288522304124
697.0906944558903	[5.159159   0.94971615 2.41346226 5.93296503]	-0.6026948406324684	-0.5776948406324683	1.1424958723291179	0.025	0.005	5.159159004963017	0.9497161489686775	2.4134622602982154	5.932965033285766
697.0906944558903	[3.44058529 5.14773201 1.25002426 5.38374923]	-1.0809433892031524	-1.0559433892031524	2.0836083587969303	0.025	0.005	3.440585289286741	5.147732013557481	1.2500242582094412	5.383749230854813
697.0906944558903	[6.20543387 2.86704603 5.19068291 1.57943027]	-1.7827437427354995	-1.7577437427354996	5.646657768479159	0.025	0.005	6.205433872899705	2.8670460259051826	5.190682914358119	1.5794302666547846
697.0906944558903	[2.2094987  4.74159129 1.85958225 5.5539367 ]	-0.32383967283487025	-0.29883967283487023	0.7993200903276698	0.025	0.005	2.2094986973106154	4.741591287517392	1.8595822481541888	5.553936700858894
